psraid,sample,file,iloc,int_date,fcall,attempt,refusal,lang,cregion,scregion,state,sstate,density,usr,susr,form,igender,irace,llitext0,llitext,cpitext,cpitext2,cpitext3,qs1,thought,campnii,reg,precinct,statereg,folgov,q5,q5a,Q5horse,q5b,q5c,q5d,q7,q8,swing,swingdet,q9f2,q9f2vb,q9f2_1,q9f2_2,q9f2_3,oftvote,where,planto1,planto2,q11,q15f2,q16f1,q17af1,q17bf1,q17cf1,q17df1,q17ef1,q17ff1,q17gf2,q17hf2,q17if2,q17jf2,q17kf2,q17lf2,q21a,q21b,q22a,q22b,q22cf1,q22df1,q22ef2,q22ff2,q22gf2,q22hf2,q23af2,q23bf2,q23cf2,q23df2,q23ef2,q23ff2,q23gf2,q23hf2,q24af1,q24bf1,q24cf1,q24df1,q24ef1,q24ff1,q24gf1,q24hf1,q25af1,q25bf1,q25cf1,q26af2,q26bf2,q26cf2,q26df2,q27af1,q27bf1,q27cf1,q28af2,q28bf2,q28cf2,q28df2,q29f2,q30f2,q32,q33f1,q34f2,q35f1,q36f1,q37f2,q37f2os,q38a,q38b,q39f1,q40f2,q41f1,q43f2,q44f2,q46,q49a,q49b,q49c,q49d,q49e,q49f,sex,age,educ2,hisp,birth_hisp,race3m1,race3m2,race3m3,race3m4,racecmb,racehisp,racethn,marital,parent,relig,chr,born,attend,income,party,partyln,ideo,teaparty2,pvote08a,pvote08b,first,scale10,employ2,labor2,hh1,hh3,ql1,ql1a,qc1,lc2,lc3,money2,phoneuse,lvs7,lvs7wt62,unlvs7wt62,coweight,llweight,weight
102312,1,1,1,91312,120913,2,0,1,1,1,36,36,5,U,U,2,2,2,1,1, , , , ,1,1,1,1,36,1,2, ,1,2, ,1,2, ,1,1,1,HE THINKS HE WILL DO A BETTER JOB,23, , ,1,1,1,1,1,1, , , , , , , ,1,2,2,2,2,2,2,3,2,3, , ,1,8,1,3,2,2,2,2,2,2,3,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,1,1,3,1,3, ,2, , ,1,,2,4, ,1, ,1,1, ,4,1,2,4,2,3,1,66,8,2, ,1, , , ,1,0,1,1,2,5, , ,5,9,3,2,3,2,1,1, ,10,1,2,2,2,1, , , ,2, ,2,7,1.9615384615384615,0,2.5833333333333335,2.466666666666667,1.9615384615384615
102313,1,1,1,91312,120913,2,0,1,3,3,12,12,1,S,S,1,1,3,2,2, , , , ,1,1,1,1, ,1,1, ,2,1,1, , ,2,2,2, ,, , , ,1,1,1,1,1, ,1,1,1,3,1,2,1, , , , , , ,3,2,3,2,4,1, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,2, , , , ,1,2,2, , , , , , ,3,1, ,2,3, ,,4,1,2, ,1, , , ,1,1,2,2,4,2,2,44,6,2, ,1, , , ,1,0,1,1,1,1, ,1,3,7,1, ,1,1,1,2, ,10,1,2,5,2,1, , , ,2, ,2,7,2.269230769230769,0,2.9583333333333335,5.2,2.269230769230769
102314,1,1,1,91312,120913,2,0,1,1,1,42,42,3,S,S,2,2,1,2,2, , , , ,3,3,1,2,42,2,9,9,9, , , ,2,1,5,7, ,, , , ,3,1,1,2,1,1, , , , , , , ,1,1,1,2,2,2,2,4,2,4, , ,2,4,1,4,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,1,1,2, , , ,2,2,1,1,3,2,3, ,3, , ,3,,2,4, ,2, ,1,1, ,2,2,2,2,4,4,1,53,3,2, ,1, , , ,1,0,1,6,2,12, , ,6,2,3,2,4,3,2, ,2,6,3,2,1, ,1, , ,3, , ,2,0,0,2.576923076923077,3.2916666666666665,4.733333333333333,2.576923076923077
102324,1,1,1,91312,120913,2,0,1,3,3,12,12,2,S,S,2,2,2,2,1, , , , ,1,1,1,1,12,2,1, ,2,1,2, , ,2,2,2,1,WE WILL BE IN TROUBLE IF WE DONT VOTE FOR HIM,32, , ,1,1,1,1,1,9, , , , , , , ,1,2,1,1,1,2,4,1,4,1, , ,3,2,4,1,1,1,1,1,1,1,1,1, , , , , , , , , , , ,2,2,2,1, , , ,1,1,2,2,1,3,3, ,2, , ,4,,3,1, ,9, ,1,1, ,2,2,1,3,2,2,2,72,4,2, ,1, , , ,1,0,1,1,2,13, ,1,2,4,1, ,9,3,1,1, ,10,1,2,2,2,1, , , ,2, ,2,7,1.3461538461538463,0,1.7083333333333333,3.2,1.3461538461538463
102331,1,1,1,91312,120913,2,0,1,2,2,39,39,5,S,S,2,2,2,1,2, , , , ,3,3,1,1,39,3,2, ,1,1, ,1,2, ,1,1,1,HE COULD BRING BACK THE AUTO INDUSTRY,2, , ,2,1,1,1,1,1, , , , , , , ,1,1,1,1,1,1,1,3,1,4, , ,1,4,1,4,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,1,1,3,1,4, ,1, , ,1,,2,4, ,2, ,1,1, ,3,1,2,3,2,3,2,49,4,2, ,1, , , ,1,0,1,1,2,1, ,2,4,10,2, ,2,3,1,1, ,10,6,2,6,6,1, , , ,2, ,2,5,3.6153846153846154,0,5.25,7.333333333333333,3.6153846153846154
102333,1,1,1,91312,120913,2,0,1,3,3,13,13,2,R,R,1,2,2,1,1, , , , ,3,4,1,1, ,3,1, ,2,1,2, , ,2,2,2, ,, , , ,1,1,1,1,1, ,1,1,1,1,2,1,1, , , , , , ,3,2,4,2,4,3, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,1,1, , , , ,9,1,2, , , , , , ,4,1, ,3,1, ,,4,2,2, ,3, , , ,3,1,2,4,2,1,2,30,5,2, ,1, , , ,1,0,1,1,1,13, ,1,2,6,1, ,3,1,1,2, ,10,4,1,4,2,1, , , ,1, ,3,5,6.846153846153846,0,8.291666666666666,16.8,6.846153846153846
102334,1,1,1,91312,120913,2,0,1,1,1,42,42,3,S,S,2,2,2,2,2, , , , ,4,4,3, , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , ,8,8,8,8, , ,8,8,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,3, , ,3,,9,9, ,1, ,9,1, ,4,4,3,1,1,4,2,25,4,2, ,1, , , ,1,0,1,2,1,2, ,2,2,2,4,9,3,3,2, , , ,1,2,4,2,2,2, , , , ,1,0,0,8.076923076923077,8.291666666666666,16.8,8.076923076923077
102339,1,1,1,91312,120913,2,0,1,1,1,34,34,5,S,S,2,2,1,1,1, , , , ,1,1,1,1,34,1,2, ,1,1, ,1,2, ,1,1,1,"HE HAS DEMOSTRATED A LEVEL OF KNOWLEDGE AND TO INTERPRET WHAT HE SAID ABOUT ROMNEY""SHOOTS BEFORE HE AIMS"". HE HAS A BETTER GRASP ON THE NEEDS OF ISSUES AT HAND. I BELIEVE HE IS MORE COMPETENT THEN ROMNEY TO LEAD THE COUNTRY OUT. BETTER OUT COME OF THE CURRENT ECONOMICS.",13, , ,2,1,1,1,1,1, , , , , , , ,1,1,1,1,3,1,2,4,2,4, , ,1,3,1,3,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,1,1,3,1,3, ,1, , ,1,,1,4, ,2, ,2,2, ,4,1,4,3,1,3,2,69,8,2, ,1, , , ,1,0,1,3,2,5, , ,6,7,3,2,5,2,1,1, ,10,5,2,1, ,1, , ,2, , ,2,7,1.4230769230769231,0,1.2916666666666667,1.3333333333333333,1.4230769230769231
102340,1,1,1,91312,120913,2,0,1,1,1,42,42,4,S,S,1,1,1,1,2, , , , ,1,2,1,1, ,2,2, ,1,2, ,1,2, ,1,1, ,, , , ,1,1,1,1,1, ,1,1,2,1,2,2,2, , , , , , ,2,3,2,4,2,8, , , , , , , , , , , , ,9,9,9,2,2,9,3,2,1,1,2, , , , ,2,2,1, , , , , , ,3,1, ,2,2, ,,1,3,2, ,3, , , ,9,9,2,9,9,9,2,65,5,2, ,1, , , ,1,0,1,5,2,2, ,2,4,10,1, ,3,3,1,1, ,10,1,2,1, ,1, , ,2, , ,2,7,1.1538461538461537,0,1.3333333333333333,1.5333333333333334,1.1538461538461537
102346,1,1,1,91312,120913,2,0,1,3,3,45,45,2,S,S,2,1,2,1,1, , , , ,1,1,1,1,45,1,9,1,2, ,9, , ,9,4,5,1,SOMEONE TO STAND AND SAY IM A AMERICAN,32, , ,1,1,1,1,1,2, , , , , , , ,1,1,1,1,1,2,3,2,2,2, , ,1,1,2,2,3,1,1,1,3,3,3,3, , , , , , , , , , , ,2,1,2,1, , , ,1,2,2,1,1,3,3, ,3, , ,2,,3,2, ,1, ,1,1, ,4,1,1,3,3,1,1,67,8,2, ,1, , , ,1,0,1,1,2,1, ,1,2,7,3,9,2,2,1,2, ,10,3,2,2,2,1, , , ,3, ,2,7,1.0384615384615385,0,1.625,2.6,1.0384615384615385
102351,1,1,1,91312,120913,2,0,1,1,1,34,34,5,S,S,2,1,5,2,2, , , , ,1,1,1,1,34,1,2, ,1,1, ,2,2, ,1,1,1,BECAUSE I LIKE WHAT HES DOING,26, , ,1,1,1,1,1,1, , , , , , , ,1,1,2,1,1,1,2,9,1,3, , ,1,3,1,9,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,1,9,9, , , ,2,2,1,1,3,2,2, ,2, , ,4,,1,3, ,1, ,1,2, ,4,1,3,4,2,2,2,50,3,2, ,2, , , ,2,0,2,1,2,1, ,1,1,4,2, ,2,2,1,9, ,10,1,2,2,2,1, , , ,3, ,2,7,3.6538461538461537,0,6.541666666666667,12.4,3.6538461538461537
102357,1,1,1,91312,120912,4,0,1,1,1,23,23,1,R,R,1,2,2,1,1, , , , ,1,2,1,1, ,2,8,1,2, ,2, , ,9,4,5, ,, , , ,2,1,1,1,1, ,1,1,1,1,2,1,1, , , , , , ,3,2,3,2,8,2, , , , , , , , , , , , ,1,9,1,1,9,1,1,9,2,2,1, , , , ,1,1,2, , , , , , ,4,1, ,3,3, ,,3,2,2, ,3, , , ,2,2,2,2,9,2,2,78,3,2, ,1, , , ,1,0,1,5,2,1, ,1,1,2,1, ,1,1,1,2, ,10,3,2,1, ,1, , ,3, , ,2,7,1.5,0,1.6666666666666667,2,1.5
102372,1,1,1,91312,120913,1,0,1,4,4,16,16,1,R,R,2,2,2,2,2, , , , ,3,4,1,1,16,3,8,8,9, , , ,9,9,5,7, ,, , , ,1,1,1,2,1,2, , , , , , , ,2,2,2,3,2,2,3,3,3,3, , ,2,2,2,2,1,3,3,1,2,3,3,3, , , , , , , , , , , ,2,2,2,1, , , ,1,2,2,2,1,3,4, ,3, , ,3,,3,3, ,1, ,1,2,1,1,3,2,1,2,1,2,80,3,2, ,1, , , ,1,0,1,5,2,1, ,1,1,2,3,9,2,2,1,1, ,10,3,2,1, ,1, , ,3, , ,2,4,0.221445,1.2400933153846152,1.4166666666666667,1.3333333333333333,1.4615384615384615
102373,1,1,1,91512,120913,3,0,1,4,4,35,35,1,U,U,1,2,2,2,1, , , , ,1,1,1,1, ,1,1, ,2,1,1, , ,2,2,2, ,, , , ,1,1,1,1,3, ,1,1,1,2,1,1,1, , , , , , ,4,2,4,2,4,1, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,1, , , , ,1,1,2, , , , , , ,4,9, ,4,9, ,,4,2,2, ,1, , , ,9,1,1,9,9,1,1,79,6,2, ,1, , , ,1,0,1,1,2,1, ,1,2,10,1, ,2,1,1,2, ,10,3,2,2,2,1, , , ,2, ,2,7,1.2692307692307692,0,1.6666666666666667,2.2666666666666666,1.2692307692307692
102379,1,1,1,91312,120913,2,0,1,2,1,19,42,1,S,S,2,1,3,1,1, , , , ,1,2,1,1,42,1,2, ,1,1, ,1,9, ,1,1,1,I THINK HE IS VERY GOOD,29, , ,1,1,1,2,1,1, , , , , , , ,1,1,1,1,1,1,1,4,1,3, , ,2,3,2,4,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,2,2,3,2,1, ,1, , ,4,,2,3, ,2, ,1,1, ,9,1,3,3,1,1,1,80,3,2, ,2, , , ,2,0,2,5,1,1, ,1,2,10,2, ,3,3,1,1, ,10,3,1,3,3,1, , , ,3, ,2,6,1.8846153846153846,0,2.75,3.533333333333333,1.8846153846153846
102382,1,1,1,91312,120913,1,0,1,4,4,8,8,5,U,U,2,2,2,1,2, , , , ,3,1,1,1,8,1,2, ,1,1, ,1,2, ,1,1,1,I THINK HE NEEDS FOUR MORES TO COMPLETE,17, , ,2,1,1,1,1,1, , , , , , , ,2,1,1,1,2,1,1,4,1,4, , ,1,4,2,4,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,1,1,3,1,2, ,2, , ,4,,1,4, ,2, ,9,1, ,4,1,4,4,1,4,2,60,6,2, ,2, , , ,2,0,2,1,2,1,1,2,2,8,2, ,4,2,1,1, ,10,1,2,2,2,1, , , ,2, ,2,6,2,0,2.4166666666666665,3.466666666666667,2
102383,1,1,1,91512,120913,2,1,1,4,4,16,16,1,R,R,2,1,1,1,1, , , , ,1,1,1,1,16,1,1, ,2,2,2, , ,1,4,6,1,I THINK ROMNEY WOULD GET ECONOMY BACK IN ORDER JOBS BACK FASTER,2, , ,1,1,1,1,1,9, , , , , , , ,1,1,1,2,1,1,4,3,3,2, , ,1,1,2,3,1,1,1,2,1,1,2,1, , , , , , , , , , , ,2,2,2,1, , , ,1,2,2,2,1,2,4, ,3, , ,2,,3,2, ,1, ,1,1, ,4,1,2,4,9,2,1,77,6,2, ,1, , , ,1,0,1,1,2,2, ,1,1,3,3,9,3,2,1,1, ,10,3,1,2,2,1, , , ,3, ,2,7,1,0,1.625,2.066666666666667,1
102393,1,1,1,91512,120913,4,1,1,3,3,51,51,1,R,R,2,1,2,2,2, , , , ,3,3,3, , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , ,2,4,2,4, , ,2,8,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,4,,3,3, ,2, ,9,2,2,1,1,4,3,2,2,2,18,2,2, ,1,2,3, ,4,0,4,6,2,6, , ,2,10,3,2,2,3,2, , , ,4,2,4,2,1, , , ,3, ,2,0,0,6.076923076923077,8.291666666666666,16.8,6.076923076923077
102395,1,1,1,91312,120913,2,0,1,2,2,39,39,5,S,S,1,2,2,1,2, , , , ,1,1,1,1, ,1,2, ,1,1, ,1,2, ,1,1, ,, , , ,1,1,1,1,1, ,1,2,1,4,1,2,3, , , , , , ,2,3,1,3,1,3, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,1,2, , , , ,1,2,2, , , , , , ,2,1, ,2,2, ,,1,4,2, ,3, , , ,4,2,3,3,3,2,2,58,4,2, ,1, , , ,1,0,1,5,2,2, ,2,2,10,2, ,4,2,1,1, ,10,1,2,2,2,1, , , ,3, ,2,7,2.730769230769231,0,3.9583333333333335,6,2.730769230769231
102396,1,1,1,91512,120913,4,1,1,3,3,22,22,2,U,U,2,1,2,2,1, , , , ,4,4,3, , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , ,4,4,2,4, , ,2,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,1, , ,1,,2,2, ,2, ,1,1, ,2,1,2,2,1,1,2,18,3,2, ,2, , , ,2,0,2,6,2,13, ,2,4,2,3,2,3,1,2, , , ,4,2,2,2,2,2, , , , ,1,0,0,4.3076923076923075,8,16.8,4.3076923076923075
102404,1,1,1,91512,120913,3,1,1,1,1,34,34,3,S,S,1,2,2,2,2, , , , ,1,1,1,1, ,1,2, ,1,1, ,2,2, ,1,1, ,, , , ,1,1,1,1,1, ,1,1,1,1,1,1,1, , , , , , ,2,4,2,4,2,4, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,1,2, , , , ,2,1,1, , , , , , ,3,3, ,2,2, ,,2,3,1, ,3, , , ,3,2,3,2,2,3,2,77,4,2, ,1, , , ,1,0,1,1,2,2, ,2,2,8,3,2,3,2,1,1, ,10,3,1,2,2,1, , , ,3, ,2,7,1.5769230769230769,0,2.125,2.066666666666667,1.5769230769230769
102406,1,1,1,91312,120913,2,0,1,3,3,45,45,1,S,S,1,2,2,2,2, , , , ,1,1,1,1, ,1,2, ,1,1, ,2,2, ,1,1, ,, , , ,1,1,1,1,1, ,1,2,1,2,1,2,3, , , , , , ,2,3,1,2,1,3, , , , , , , , , , , , ,2,2,2,3,2,2,2,2,1,1,2, , , , ,2,2,1, , , , , , ,2,1, ,2,2, ,,1,3,1, ,3, , , ,4,2,2,4,2,9,1,65,5,2, ,2, , , ,2,0,2,5,2,1, ,1,1,5,2, ,4,3,1,1, ,10,3,2,2,2,1, , , ,1, ,3,7,2.1923076923076925,0,4.25,3.8,2.1923076923076925
102409,1,1,1,91312,120913,2,0,1,2,2,27,27,1,R,R,2,2,2,1,2, , , , ,1,2,2, , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , ,2,3,3,3, , ,2,5,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, , ,3,,2,3, ,1, ,1,1, ,2,1,1,2,3,2,1,37,3,2, ,1, , , ,1,0,1,1,1,12, , ,5,6,1, ,2,3,1,2, , ,1,2,7,2,1, , , ,2, ,2,0,0,4.269230769230769,6.708333333333333,11.8,4.269230769230769
102422,1,1,1,91312,120913,2,0,1,1,1,36,36,1,R,R,2,1,1,2,1, , , , ,3,2,1,2,36,2,8,8,9, , , ,9,2,5,7, ,, , , ,3,1,1,3,1,9, , , , , , , ,1,2,2,1,1,1,8,8,3,3, , ,3,3,4,4,2,9,2,2,2,3,3,2, , , , , , , , , , , ,2,2,2,1, , , ,2,2,2,1,1,2,4, ,3, , ,4,,3,3, ,1, ,2,1,1,3,2,2,1,3,3,2,45,3,2, ,1, , , ,1,0,1,2,1,12, , ,4,3,3,9,2,3,2, ,2,5,2,2,4,2,2,1, , ,2, ,2,1,0,5.8076923076923075,4.75,5.066666666666666,5.8076923076923075
102425,1,1,1,91312,120913,2,0,1,2,2,39,39,5,S,S,1,2,2,2,1, , , , ,1,1,1,1, ,1,8,9,9, , , ,9,9,5,7, ,, , , ,1,1,1,1,1, ,1,1,1,1,1,1,1, , , , , , ,9,9,3,8,2,2, , , , , , , , , , , , ,1,3,1,3,3,9,9,3,2,2,1, , , , ,9,9,2, , , , , , ,4,1, ,9,9, ,,3,2,2, ,1, , , ,9,2,1,3,2,2,2,99,9,1,1,1,3,7, ,4,1,3,1,2,2, ,9,1,10,9,1,1,3,1,9, ,10,9,2,2,2,1, , , ,3, ,2,7,3.730769230769231,0,5.416666666666667,12.666666666666666,3.730769230769231
102428,1,1,1,91312,120913,2,0,1,2,2,18,18,3,U,U,2,2,2,2,2, , , , ,1,1,1,1,18,1,1, ,2,1,1, , ,2,2,2,1,TURN THE ECONOMY AROUND HOPEFULLY.,2, , ,1,1,1,1,1,9, , , , , , , ,1,1,1,2,1,1,3,2,3,2, , ,2,2,2,2,4,9,1,1,2,3,1,4, , , , , , , , , , , ,2,1,2,1, , , ,1,1,2,2,1,3,3, ,3, , ,2,,3,2, ,1, ,1,1, ,2,2,1,3,3,2,1,50,3,2, ,1,5, , ,4,0,4,1,1,1, ,2,4,8,3,1,2,1,1,2, ,10,1,1,3,2,1, , , ,1, ,3,7,3.576923076923077,0,7.833333333333333,9.2,3.576923076923077
102429,1,1,1,91312,120913,2,0,1,2,2,29,29,5,S,S,2,2,2,2,2, , , , ,1,1,1,1,29,1,2, ,1,1, ,1,2, ,1,1,1,HES ON MY SIDE,3, , ,1,1,1,1,1,1, , , , , , , ,1,2,1,1,2,2,2,4,1,4, , ,1,3,1,4,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,1,1,3,1,2, ,1, , ,7,ALL OF THE ABOVE,1,3, ,2, ,2,2, ,3,2,3,4,2,3,2,48,3,2, ,1, , , ,1,0,1,6,2,1, ,2,2,6,2, ,5,2,1,1, ,10,1,2,1, ,1, , ,3, , ,2,7,3.1538461538461537,0,3.4166666666666665,5.066666666666666,3.1538461538461537
102433,1,1,1,91312,120913,2,0,1,2,2,39,39,4,S,S,1,1,1,2,2, , , , ,1,3,3, , , , , , , , , , , , , , ,, , , , , , , , , ,1, , , , , , , , , , , , ,3,1,3,1,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3, ,4,3, ,,4,1,2, ,3, , , ,3,1,1,3,2,2,2,72,2,2, ,1, , , ,1,0,1,3,2,1, ,1,1,2,3,1,3,3,2, , , ,3,2,1, ,1, , ,3, , ,2,0,0,1.8846153846153846,1.9583333333333333,2.933333333333333,1.8846153846153846
102438,1,1,1,91512,120913,3,0,1,4,4,35,35,1,R,R,2,1,1,1,2, , , , ,1,2,1,1,35,1,1, ,2,2,1, , ,1,4,6,1,I CAN''T PUT IT INTO WORDS. I JUST KNOW THE STATEMENTS COMING FROM BARRACK ARE NEGATIVE.,36, , ,1,1,1,1,1,2, , , , , , , ,1,1,1,1,1,1,3,2,3,2, , ,3,1,2,2,1,1,1,2,1,1,1,2, , , , , , , , , , , ,1,1,1,1, , , ,1,1,2,1,1,3,3, ,3, , ,1,,3,2, ,1, ,1,1, ,1,3,3,1,3,2,1,46,2,2, ,5, , , ,5,0,4,1,1,2, ,2,3,2,3,1,3,3,1,1, ,10,1,2,4,2,2,2, , , , ,1,7,6.269230769230769,0,8.291666666666666,16.8,6.269230769230769
102453,1,1,1,91312,120912,3,0,1,3,3,12,12,2,S,S,1,2,1,2,2, , , , ,1,1,2, , , , , , , , , , , , , , ,, , , , , , , , , ,1, , , , , , , , , , , , ,4,2,4,2,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2, ,2,9, ,,4,1,1, ,3, , , ,2,1,2,1,2,1,2,79,4,2, ,1, , , ,1,0,1,5,2,1, ,1,1,10,1, ,2,1,1,2, , ,3,2,1, ,1, , ,3, , ,2,0,0,1.0384615384615385,1.0833333333333333,1.2,1.0384615384615385
102454,1,1,1,91512,120913,3,1,1,1,1,36,36,2,U,S,1,2,2,2,2, , , , ,1,1,1,1, ,1,1, ,2,1,2, , ,2,2,2, ,, , , ,1,1,1,1,1, ,1,1,2,4,1,2,2, , , , , , ,3,2,4,2,4,2, , , , , , , , , , , , ,1,1,1,9,1,1,1,1,2,2,2, , , , ,1,1,2, , , , , , ,4,3, ,4,2, ,,4,2,2, ,3, , , ,4,1,1,3,4,1,2,40,3,2, ,1, , , ,1,0,1,1,1,12, , ,6,3,3,1,3,3,1,3, ,10,1,2,3,2,1, , , ,1, ,3,7,8.076923076923077,0,8.291666666666666,16.8,8.076923076923077
102460,1,1,1,91312,120912,3,0,1,3,3,45,45,2,S,S,2,2,2,1,1, , , , ,1,1,1,1,45,1,1, ,2,1,2, , ,2,2,2,1,OBAMA IS RUINING THE COUNTRY; NO EXPERIENCE TO RUN THE COUNTRY.,36, , ,1,1,9, ,1,1, , , , , , , ,1,1,4,2,2,2,4,2,4,2, , ,2,1,3,2,1,1,1,1,2,1,1,1, , , , , , , , , , , ,2,2,1,1, , , ,1,1,2,2,1,3,4, ,3, , ,2,,4,1, ,1, ,1,1, ,1,1,1,1,1,1,1,59,6,2, ,1, , , ,1,0,1,1,2,1, ,1,1,8,3,1,3,1,1,2, ,10,3,2,2,2,1, , , ,2, ,2,6,1.3846153846153846,0,2.125,4.933333333333334,1.3846153846153846
102464,1,1,1,91312,120912,2,0,1,3,3,12,12,3,S,S,1,2,1,2,2, , , , ,4,4,3, , , , , , , , , , , , , , ,, , , , , , , , , ,2, , , , , , , , , , , , ,4,1,4,1,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3, ,3,5, ,,4,1,2, ,1, , , ,4,1,1,2,3,2,1,57,2,2, ,1, , , ,1,0,1,1,2,1, ,2,6,6,4,1,2,1,2, , , ,1,1,2,2,1, , , ,2, ,2,0,0,5.038461538461538,6.333333333333333,6.266666666666667,5.038461538461538
102471,1,1,1,91312,120912,2,0,1,3,3,54,54,1,R,R,1,2,2,1,1, , , , ,1,1,1,1, ,1,1, ,2,1,1, , ,2,2,2, ,, , , ,1,2,1,1,1, ,1,1,1,1,1,1,1, , , , , , ,3,2,3,2,3,2, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,2, , , , ,1,1,2, , , , , , ,4,1, ,4,2, ,,3,1,1, ,3, , , ,2,1,2,2,2,2,2,68,3,2, ,1, , , ,1,0,1,3,2,1, ,1,2,10,1, ,3,3,1,2, ,10,3,2,1, ,2, , , , , ,1,7,1.8076923076923077,0,1.75,2.1333333333333333,1.8076923076923077
102472,1,1,1,91312,120912,2,0,1,1,1,34,34,3,S,S,1,2,2,2,2, , , , ,1,2,1,1, ,1,1, ,2,2,2, , ,2,2,2, ,, , , ,1,1,1,1,1, ,1,1,1,3,1,1,1, , , , , , ,4,2,4,2,4,1, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,1,1, , , , ,1,2,1, , , , , , ,4,3, ,4,1, ,,4,2,2, ,1, , , ,3,9,1,3,3,2,1,50,8,2, ,1, , , ,1,0,1,1,1,1, ,2,3,6,3,1,2,3,1,2, ,10,1,2,5,3,1, , , ,1, ,3,7,1.9615384615384615,0,3.2916666666666665,2.4,1.9615384615384615
102473,1,1,1,91312,120912,2,0,1,2,2,26,26,1,R,R,1,2,2,1,2, , , , ,1,1,1,1, ,1,9,2,1, , ,1,2, ,3,3, ,, , , ,2,1,1,1,1, ,1,1,1,4,1,2,1, , , , , , ,2,3,2,4,2,5, , , , , , , , , , , , ,2,9,3,2,2,1,9,2,1,1,2, , , , ,2,2,1, , , , , , ,4,3, ,2,2, ,,2,9,2, ,3, , , ,4,1,4,2,3,2,2,44,6,2, ,1, , , ,1,0,1,1,1,9, , ,5,6,3,2,4,2,1,1, ,10,4,2,5,3,1, , , ,1, ,3,7,3.1153846153846154,0,5.291666666666667,6.466666666666667,3.1153846153846154
102479,1,1,1,91312,120913,2,0,1,1,1,42,42,2,R,R,1,2,2,2,2, , , , ,3,4,3, , , , , , , , , , , , , , ,, , , , , , , , , ,1, , , , , , , , , , , , ,2,3,2,3,8,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1, ,3,2, ,,1,2,1, ,3, , , ,2,2,2,2,3,2,1,24,3,2, ,2, , , ,2,0,2,6,2,1, ,2,4,1,3,2,3,3,2, , , ,4,2,4,4,1, , , ,2, ,2,0,0,3.8461538461538463,8.25,16.8,3.8461538461538463
102480,1,1,1,91312,120912,2,0,1,3,3,51,51,5,S,S,2,2,2,1,1, , , , ,4,1,1,1,51,1,8,8,9, , , ,2,9,5,7, ,, , , ,2,1,1,1,1,9, , , , , , , ,1,2,2,2,2,2,8,8,2,8, , ,8,8,3,3,9,3,3,3,3,3,9,2, , , , , , , , , , , ,2,9,2,2, , , ,2,2,2,2,9,9,4, ,3, , ,2,,3,3, ,1, ,9,1, ,3,2,2,3,4,3,1,60,8,2, ,1, , , ,1,0,1,1,1,2, ,2,3,9,1, ,3,1,1,1, ,10,1,2,3,2,1, , , ,9, ,2,6,2.1923076923076925,0,3.2916666666666665,5.733333333333333,2.1923076923076925
