psraid,sample,file,iloc,int_date,fcall,attempt,refusal,lang,cregion,scregion,state,sstate,density,usr,susr,form,igender,irace,llitext0,llitext,cpitext,cpitext2,cpitext3,qs1,thought,campnii,reg,precinct,statereg,folgov,q5,q5a,Q5horse,q5b,q5c,q5d,q7,q8,swing,swingdet,q9f2,q9f2vb,q9f2_1,q9f2_2,q9f2_3,oftvote,where,planto1,planto2,q11,q15f2,q16f1,q17af1,q17bf1,q17cf1,q17df1,q17ef1,q17ff1,q17gf2,q17hf2,q17if2,q17jf2,q17kf2,q17lf2,q21a,q21b,q22a,q22b,q22cf1,q22df1,q22ef2,q22ff2,q22gf2,q22hf2,q23af2,q23bf2,q23cf2,q23df2,q23ef2,q23ff2,q23gf2,q23hf2,q24af1,q24bf1,q24cf1,q24df1,q24ef1,q24ff1,q24gf1,q24hf1,q25af1,q25bf1,q25cf1,q26af2,q26bf2,q26cf2,q26df2,q27af1,q27bf1,q27cf1,q28af2,q28bf2,q28cf2,q28df2,q29f2,q30f2,q32,q33f1,q34f2,q35f1,q36f1,q37f2,q37f2os,q38a,q38b,q39f1,q40f2,q41f1,q43f2,q44f2,q46,q49a,q49b,q49c,q49d,q49e,q49f,sex,age,educ2,hisp,birth_hisp,race3m1,race3m2,race3m3,race3m4,racecmb,racehisp,racethn,marital,parent,relig,chr,born,attend,income,party,partyln,ideo,teaparty2,pvote08a,pvote08b,first,scale10,employ2,labor2,hh1,hh3,ql1,ql1a,qc1,lc2,lc3,money2,phoneuse,lvs7,lvs7wt62,unlvs7wt62,coweight,llweight,weight
51846,1,2,2,91612,120913,4,0,1,1,1,42,42,4,S,S,1,2,3,2,2, , , , ,1,1,1,1, ,1,2, ,1,1, ,1,2, ,1,1, ,, , , ,1,1,1,1,1, ,1,1,1,2,2,2,2, , , , , , ,1,3,1,3,2,3, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,1,2, , , , ,2,2,2, , , , , , ,2,1, ,1,2, ,,1,3,1, ,2, , , ,4,1,2,4,2,3,2,48,7,2, ,1, , , ,1,0,1,1,2,12, , ,6,7,2, ,4,2,1,1, ,10,4,9,2,2,1, , , ,2, ,2,7,1.8076923076923077,0,2.4166666666666665,3.2666666666666666,1.8076923076923077
51848,1,2,2,91612,120913,4,0,1,3,3,13,13,5,S,S,2,2,1,2,2, , , , ,1,1,1,1,13,1,1, ,2,1,2, , ,2,2,2,1,"THE ECONOMY, I THINK  MITT ROMNEY HAS A MUCH BETTER GRIP OF HOW TO RESOLVE IT (ELSE) THAT'S ALL.",2, , ,2,1,1,1,1,2, , , , , , , ,1,3,2,2,1,2,3,1,4,1, , ,3,1,2,1,1,1,1,1,1,1,1,3, , , , , , , , , , , ,2,2,1,1, , , ,1,1,2,2,1,3,3, ,3, , ,2,,4,1, ,1, ,1,1, ,2,2,2,3,3,1,2,45,6,2, ,1, , , ,1,0,1,6,2,1, ,1,1,6,1, ,1,1,1,2, ,10,1,2,1, ,9, , , , , ,5,7,2.076923076923077,0,2.125,3.2,2.076923076923077
51850,1,2,2,91612,120913,4,0,1,3,3,51,51,5,U,U,1,1,1,1,2, , , , ,2,2,1,2, ,2,2, ,1,2, ,1,1, ,3,4, ,, , , ,3,1,1,1,1, ,1,1,1,3,2,1,1, , , , , , ,2,2,1,2,1,9, , , , , , , , , , , , ,2,1,9,9,2,2,1,2,1,1,2, , , , ,2,2,1, , , , , , ,3,1, ,3,2, ,,2,3,1, ,3, , , ,4,1,2,2,1,2,1,48,4,2, ,1, , , ,1,0,1,4,2,2, ,2,4,10,3,2,3,3,1,1, ,10,1,9,3,3,1, , , ,2, ,2,5,2.6923076923076925,0,4.5,10.2,2.6923076923076925
51851,1,2,2,91612,120913,4,0,1,3,3,47,47,2,S,S,1,1,1,2,2, , , , ,1,1,1,1, ,1,1, ,2,1,1, , ,2,2,2, ,, , , ,1,1,1,1,1, ,2,1,2,3,1,1,1, , , , , , ,3,2,4,1,4,1, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,2, , , , ,1,1,2, , , , , , ,3,3, ,2,2, ,,4,2,2, ,1, , , ,3,1,1,3,3,1,2,43,6,2, ,1, , , ,1,0,1,1,1,1, ,2,4,6,1, ,2,1,1,2, ,10,1,2,6,2,1, , , ,2, ,2,7,2.8076923076923075,0,3.8333333333333335,6.733333333333333,2.8076923076923075
51852,1,2,2,91612,120913,4,0,1,3,3,45,45,2,U,U,1,2,1,1,2, , , , ,1,1,1,1, ,1,2, ,1,1, ,1,2, ,1,1, ,, , , ,1,1,1,1,1, ,1,1,1,4,1,4,1, , , , , , ,2,4,1,3,1,3, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,1,2, , , , ,1,2,1, , , , , , ,3,1, ,2,2, ,,1,3,1, ,3, , , ,4,1,2,4,1,3,1,62,7,2, ,1, , , ,1,0,1,1,2,1, ,2,5,7,3,2,3,2,1,1, ,10,1,2,2,2,1, , , ,2, ,2,7,2,0,2.9166666666666665,4.4,2
51854,1,2,2,91612,120914,3,0,1,3,3,37,37,2,R,R,1,2,1,1,2, , , , ,4,4,1,1, ,4,1, ,2,2,2, , ,2,2,2, ,, , , ,1,1,1,1,1, ,2,1,1,4,2,1,4, , , , , , ,2,2,3,2,5,5, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,2, , , , ,1,1,2, , , , , , ,2,1, ,2,2, ,,3,2,1, ,3, , , ,2,2,2,2,2,2,1,50,6,2, ,1, , , ,1,0,1,1,2,12, , ,6,7,1, ,2,3,1,2, ,8,1,2,3,3,1, , , ,3, ,2,4,0.20979,1.1748252461538462,2.2083333333333335,3.3333333333333335,1.3846153846153846
51856,1,2,2,91612,120914,3,0,1,3,3,12,12,3,S,S,1,2,1,1,1, , , , ,3,1,1,1, ,3,8,1,2, ,9, , ,2,4,5, ,, , , ,1,1,1,1,1, ,2,2,1,3,3,1,3, , , , , , ,3,1,3,3,4,8, , , , , , , , , , , , ,1,2,1,9,2,9,2,2,1,1,2, , , , ,9,1,2, , , , , , ,4,3, ,4,3, ,,2,2,2, ,3, , , ,2,3,2,3,2,3,1,77,3,2, ,1, , , ,1,0,1,1,2,2, ,2,5,5,1, ,2,3,1,2, ,10,3,2,2,2,1, , , ,2, ,2,6,3.1538461538461537,0,3.875,4.266666666666667,3.1538461538461537
51858,1,2,2,91612,120915,2,0,1,3,3,37,37,2,S,S,1,1,1,1,1, , , , ,1,3,1,1, ,2,1, ,2,2,1, , ,2,2,2, ,, , , ,2,1,1,1,1, ,1,1,2,2,2,1,2, , , , , , ,3,2,3,2,3,2, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,1,2, , , , ,1,2,2, , , , , , ,4,2, ,3,3, ,,3,2,2, ,3, , , ,3,2,4,2,2,2,1,55,3,2, ,1, , , ,1,0,1,1,2,1, ,1,2,7,1, ,2,1,1,3, ,10,1,2,2,2,2,1, , ,3, ,2,6,8.076923076923077,0,7.958333333333333,11.933333333333334,8.076923076923077
51860,1,2,2,91612,120913,5,0,1,1,1,42,42,3,S,S,2,1,1,2,1, , , , ,1,1,1,1,42,1,2, ,1,1, ,1,2, ,1,1,1,"TO CONTINUE HIS HEALTHCARE INITIATIVE, TO EXTEND HIS LEGACY, TO KEEP THE PELL GRANTS",4,9, ,6,1,1,1,1,1, , , , , , , ,2,1,1,1,3,1,2,4,2,3, , ,2,2,2,4,4,2,2,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,1,2,3,1,2, ,1, , ,2,,2,2, ,2, ,1,2, ,4,1,4,4,1,3,1,52,6,2, ,1, , , ,1,0,1,1,2,1, ,2,4,7,2, ,4,2,1,1, ,10,1,2,2,2,1, , , ,2, ,2,6,1.6923076923076923,0,3.125,4.8,1.6923076923076923
51861,1,2,2,91612,120915,2,0,1,3,3,12,37,3,U,R,2,2,1,2,1, , , , ,1,1,1,1,12,1,1, ,2,1,2, , ,2,2,2,1,"HE WILL GET US GOOD JOBS IN THE COUNTRY, AND RESPONSIBILITY. DISHONEST IN GOVERNMENT, LYING. NOT DOING HIS JOB.",2, , ,1,1,1,1,1,2, , , , , , , ,1,3,1,2,1,3,4,1,4,1, , ,4,1,3,1,1,1,1,1,1,1,1,1, , , , , , , , , , , ,2,2,1,1, , , ,1,1,2,2,1,3,4, ,3, , ,2,,4,1, ,1, ,1,1, ,3,3,1,3,4,1,2,69,5,2, ,1, , , ,1,0,1,1,2,1, ,2,2,8,1, ,1,1,1,2, ,10,3,2,2,2,1, , , ,2, ,2,7,1.3076923076923077,0,1.625,2.4,1.3076923076923077
51864,1,2,2,91612,120915,2,0,1,3,3,54,54,1,R,R,2,2,1,1,1, , , , ,3,3,1,1,54,3,2, ,1,2, ,1,1, ,3,4,9,,99, , ,2,1,1,2,1,9, , , , , , , ,1,1,1,3,3,2,2,3,2,2, , ,1,2,1,3,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,1,2,2, , , ,2,2,2,1,3,9,3, ,3, , ,3,,2,3, ,2, ,9,2, ,2,1,2,3,2,3,2,50,6,2, ,1, , , ,1,0,1,6,2,1, ,2,6,6,2, ,3,3,8, ,2,7,1,2,1, ,1, , ,2, , ,2,2,0,1,1,1.3333333333333333,1
51872,1,2,2,91612,120913,3,1,1,2,2,17,17,2,S,S,2,2,1,2,2, , , , ,4,4,2, , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , ,8,8,1,8, , ,1,8,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,3, , ,3,,2,4, ,9, ,9,1, ,1,1,4,1,1,2,2,62,2,2, ,1, , , ,1,0,1,2,2,1, ,1,6,2,3,2,9,3,2, , , ,6,2,1, ,1, , ,3, , ,2,0,0,3.269230769230769,3.4583333333333335,4.933333333333334,3.269230769230769
51874,1,2,2,91612,120915,2,0,1,3,3,48,48,1,R,R,1,2,1,2,2, , , , ,3,4,1,1, ,1,1, ,2,2,2, , ,2,2,2, ,, , , ,1,1,1,1,1, ,1,1,1,1,1,1,1, , , , , , ,4,1,4,2,2,2, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,1, , , , ,1,2,2, , , , , , ,4,3, ,4,5, ,,4,2,2, ,3, , , ,4,2,2,1,2,1,2,54,5,2, ,1, , , ,1,0,1,1,1,1, ,2,3,2,1, ,2,1,1,3, ,10,6,2,4,2,2,2, , , , ,1,5,3.3076923076923075,0,2.7916666666666665,4,3.3076923076923075
51878,1,2,2,91612,120912,6,1,1,3,3,1,1,1,R,R,1,2,1,2,2, , , , ,1,1,1,1, ,1,2, ,1,1, ,1,2, ,1,1, ,, , , ,1,9,1,1,1, ,1,1,1,1,1,1,1, , , , , , ,1,4,1,4,1,4, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,1,2, , , , ,2,2,1, , , , , , ,2,1, ,9,1, ,,1,4,1, ,9, , , ,4,4,1,4,1,3,1,24,3,2, ,9, , , ,9,0,9,6,2,1,1,1,1,10,3,2,1,2,1,1, ,10,4,2,1, ,2, , , , , ,1,7,2.230769230769231,0,2.8333333333333335,6,2.230769230769231
51880,1,2,2,91612,120915,2,0,1,1,1,36,36,2,U,U,1,1,1,1,2, , , , ,1,1,1,1, ,1,8,9,9, , , ,9,9,5,7, ,, , , ,1,1,1,1,1, ,1,2,1,2,2,1,1, , , , , , ,3,3,3,3,4,4, , , , , , , , , , , , ,9,2,9,9,9,9,1,2,1,2,2, , , , ,1,2,2, , , , , , ,4,1, ,2,5, ,,3,3,2, ,9, , ,4,1,1,2,4,2,1,2,57,3,2, ,1, , , ,1,0,1,1,2,2, ,2,3,8,2, ,2,3,1,2, ,10,3,2,1, ,1, , ,3, , ,2,7,2.3461538461538463,0,2.4583333333333335,2.933333333333333,2.3461538461538463
51883,1,2,2,91612,120914,5,0,1,1,1,36,36,3,S,S,2,2,3,2,1, , , , ,3,1,1,1,36,1,1, ,2,1,1, , ,2,2,2,1,BECAUSE I WOULD LIKE TO SEE SOME CHANGES IN THE NATIONAL DEBT AND UNEMPLOYMENT AND THE HEALTH CARE ISSUE AND FOREIGN POLICY,70,2, ,1,1,1,1,1,9, , , , , , , ,1,2,1,1,4,2,3,2,3,2, , ,8,8,3,9,9,9,1,9,3,9,9,1, , , , , , , , , , , ,2,2,2,1, , , ,1,1,2,2,1,3,3, ,3, , ,3,,3,2, ,1, ,2,2, ,4,2,2,3,2,2,2,50,8,2, ,1, , , ,1,0,1,5,2,1, ,2,2,5,1, ,3,3,1,2, ,10,3,2,1, ,1, , ,2, , ,2,6,1.2307692307692308,0,1.4583333333333333,2,1.2307692307692308
51885,1,2,2,91612,120915,2,0,1,3,3,37,37,2,R,R,2,2,3,1,2, , , , ,3,4,3, , , , , , , , , , , , , , ,, , , , , , , , , , , , , , , , , , , , , , ,8,8,8,8, , ,1,5,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,3, , ,2,,4,4, ,1, ,1,1, ,3,1,2,3,3,2,2,68,6,2, ,1, , , ,1,0,1,5,2,1, ,2,5,7,3,9,3,3,8, , , ,3,2,1, ,1, , ,2, , ,2,0,0,1,1,1.4,1
51886,1,2,2,91612,120915,2,0,1,3,3,51,51,2,S,S,2,1,1,2,2, , , , ,1,2,1,1,51,2,8,2,1, , ,2,1, ,3,3,1,DON'T KNOW HOW THE NEXT FOUR YEARS WILL BE WITH MITT ROMNY AND I THINK ROMNY WOULD BE KINDA OF A SET BACK.,32, , ,1,1,1,1,1,1, , , , , , , ,1,1,1,1,1,1,2,3,2,3, , ,2,2,1,2,2,2,2,2,2,4,3,2, , , , , , , , , , , ,2,1,1,1, , , ,2,2,1,1,3,1,4, ,3, , ,3,,2,4, ,3, ,1,1, ,3,1,2,1,1,1,2,58,3,2, ,1, , , ,1,0,1,1,2,1, ,2,4,3,3,9,3,3,1,3, ,10,8,1,2,2,1, , , ,2, ,2,7,3,0,4.291666666666667,8.4,3
51889,1,2,2,91612,120913,7,0,1,3,3,21,21,1,R,R,2,2,1,1,1, , , , ,1,1,1,1,21,1,2, ,1,1, ,1,2, ,1,1,1,I THINK HES HONEST AND I THINK HES FOR MIDDLE INCOME PEOPLE,24,5, ,1,1,1,1,1,1, , , , , , , ,4,2,4,1,4,3,2,3,1,3, , ,2,3,1,3,2,2,2,2,1,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,2,1,3,1,2, ,1, , ,3,,1,4, ,2, ,1,2, ,2,1,3,3,1,1,2,70,8,2, ,1, , , ,1,0,1,1,2,1, ,1,1,6,2, ,4,2,1,1, ,10,3,1,2,2,1, , , ,1, ,3,7,1.4230769230769231,0,1.875,2.066666666666667,1.4230769230769231
51890,1,2,2,91612,120912,4,0,1,3,3,48,48,3,S,S,2,1,3,1,1, , , , ,1,1,1,1,48,1,1, ,2,1,1, , ,2,2,2,1,I WOULD LIKE TO CHANGE THE DIRECTIONG THE GOVERNMENT HAS BEN GOING FOR THE PAST 3 YEARS,15,30, ,1,1,1,1,1,2, , , , , , , ,1,1,1,1,1,2,4,1,3,1, , ,3,1,2,1,1,1,1,1,1,1,1,1, , , , , , , , , , , ,2,2,1,1, , , ,1,1,2,2,1,3,3, ,3, , ,2,,4,1, ,1, ,9,1, ,3,1,1,3,4,1,1,54,6,2, ,1, , , ,1,0,1,1,1,1, ,1,2,9,1, ,1,1,1,2, ,10,1,2,3,2,1, , , ,2, ,2,7,1.4230769230769231,0,2.5,5.733333333333333,1.4230769230769231
51891,1,2,2,91612,120916,1,0,1,2,2,17,17,2,U,U,1,2,1,2,1, , , , ,1,1,1,1, ,1,1, ,2,1,1, , ,2,2,2, ,, , , ,2,1,1,1,1, ,1,1,1,2,2,1,1, , , , , , ,3,2,4,2,3,1, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,1,1, , , , ,1,2,2, , , , , , ,4,1, ,3,5, ,,3,1,2, ,3, , , ,3,1,1,2,2,3,1,48,4,2, ,1, , , ,1,0,1,3,1,1, ,1,2,5,1, ,2,1,1,2, ,10,1,2,2,1,1, , , ,2, ,2,7,1.4230769230769231,0,1.9166666666666667,5.2,1.4230769230769231
51892,1,2,2,91612,120912,6,1,1,2,2,17,17,5,U,U,1,2,1,1,1, , , , ,1,1,1,1, ,1,2, ,1,1, ,1,2, ,1,1, ,, , , ,1,1,1,1,1, ,1,1,1,1,2,1,1, , , , , , ,1,4,1,4,1,5, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,1,2, , , , ,2,2,1, , , , , , ,2,1, ,3,1, ,,1,3,1, ,4, , , ,4,1,3,4,1,3,1,30,5,2, ,2, , , ,2,0,2,2,1,1, ,2,1,1,2, ,4,3,1,1, ,10,4,2,7,5,2,1, , ,2, ,2,7,8.076923076923077,0,8.291666666666666,16.8,8.076923076923077
51893,1,2,2,91612,120913,6,0,1,3,3,13,13,4,S,U,2,1,1,1,2, , , , ,1,1,1,2,13,1,2, ,1,1, ,1,2, ,1,1,1,"I THINK HES BEEN EXCELLENT ON FOREIGN AFFAIRS (ELSE) DISPITE SOME MISTEPS, I BELIEVE SOME OF THE ECONOMIC POLICES HE HAS ARE BENEFICIAL (ELSE) NO THATS IT",7,2, ,2,2,1,2,1,1, , , , , , , ,2,2,3,2,3,4,2,4,1,3, , ,1,2,2,4,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,2,2,3,1,3, ,1, , ,1,,2,3, ,2, ,1,2, ,4,1,2,4,2,4,1,48,6,2, ,1, , , ,1,0,1,1,2,10, , ,6,9,3,2,4,2,1,1, ,8,1,2,2,2,1, , , ,2, ,2,4,0.2622375,1.4685315576923077,2.9166666666666665,6.533333333333333,1.7307692307692308
51894,1,2,2,91612,120913,6,0,1,3,3,51,51,5,U,U,2,2,2,2,1, , , , ,1,2,1,1,51,2,2, ,1,2, ,1,1, ,3,4,1,ID LIKE TO GIVE HIM THE CHANCE TO FINISH WHAT HES STARTED,17, , ,3,1,1,1,1,1, , , , , , , ,1,1,3,1,2,3,2,3,1,2, , ,1,2,2,3,2,1,2,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,9,1,2,2,3,1,3, ,1, , ,4,,2,2, ,1, ,1,1, ,4,1,3,4,2,3,2,32,8,2, ,1, , , ,1,0,1,1,2,2, ,2,4,9,3,2,3,2,1,1, ,10,1,2,2,2,1, , , ,1, ,3,6,8.076923076923077,0,8.291666666666666,16.8,8.076923076923077
51896,1,2,2,91612,120913,6,0,1,3,3,13,13,4,S,S,1,1,1,2,2, , , , ,1,1,1,1, ,1,1, ,2,1,1, , ,2,2,2, ,, , , ,1,1,1,1,1, ,1,1,1,4,1,1,1, , , , , , ,4,1,4,1,4,1, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,1, , , , ,1,1,2, , , , , , ,3,2, ,2,3, ,,4,1,2, ,1, , , ,9,2,1,3,3,1,1,50,6,2, ,1, , , ,1,0,1,1,9,2, ,2,2,9,1, ,2,1,1,2, ,10,1,2,9,2,1, , , ,1, ,3,7,2.1923076923076925,0,4.041666666666667,3.933333333333333,2.1923076923076925
51898,1,2,2,91612,120912,6,1,1,1,1,36,36,3,S,S,2,2,1,1,1, , , , ,9,4,1,1,36,3,5,1,2, ,2, , ,9,4,5,1,OBAMA IS AN IDIOT,36, , ,1,1,9, ,1,1, , , , , , , ,1,2,1,4,1,1,4,2,4,2, , ,3,2,3,2,1,1,1,1,1,1,1,2, , , , , , , , , , , ,2,2,1,1, , , ,1,1,2,2,1,2,4, ,3, , ,2,,4,2, ,1, ,2,1, ,1,1,1,1,1,1,1,71,6,2, ,1, , , ,1,0,1,1,2,1, ,1,4,6,3,1,2,1,1,1, ,5,2,2,2,2,1, , , ,2, ,2,3,0,1.1923076923076923,1.6666666666666667,2.066666666666667,1.1923076923076923
51900,1,2,2,91612,120915,2,0,1,2,2,17,17,5,U,U,2,2,1,2,1, , , , ,1,1,1,1,17,1,2, ,1,1, ,1,2, ,1,1,1,GOT A GOOD START AND NEEDS TO CONTINUE WHAT HE HAS STARTED.,17, , ,1,1,1,1,1,1, , , , , , , ,2,2,2,1,2,2,2,3,2,3, , ,2,8,2,3,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,1,1,3,3,4, ,2, , ,4,,2,4, ,1, ,1,1, ,3,1,3,3,3,3,2,52,6,2, ,1, , , ,1,0,1,6,2,12, , ,6,10,2, ,3,3,1,1, ,10,1,2,1, ,1, , ,1, , ,3,7,2.3846153846153846,0,3.2916666666666665,2.933333333333333,2.3846153846153846
51902,1,2,2,91612,120913,3,0,1,3,3,40,40,4,U,U,1,1,1,1,2, , , , ,1,2,1,1, ,2,2, ,1,2, ,2,1, ,3,4, ,, , , ,2,1,1,1,1, ,1,1,1,2,2,4,1, , , , , , ,3,4,2,3,1,4, , , , , , , , , , , , ,2,9,2,2,2,9,2,2,1,2,2, , , , ,2,2,2, , , , , , ,3,1, ,4,2, ,,2,3,1, ,2, , , ,4,3,3,4,1,2,1,55,6,2, ,1,2,5, ,4,0,4,3,1,1, ,2,3,8,3,2,2,2,1,1, ,10,3,2,4,2,2,1, , ,3, ,2,7,3.1153846153846154,0,2.625,5.466666666666667,3.1153846153846154
51903,1,2,2,91612,120916,2,0,1,3,3,21,21,3,S,S,2,1,1,2,1, , , , ,3,3,1,1,21,2,1, ,2,2,1, , ,2,2,2,1,I WANT SOMETHING DIFFERENT (ELSE) NO,15, , ,1,1,1,2,1,2, , , , , , , ,3,1,3,3,3,1,3,1,4,1, , ,4,1,4,3,1,1,1,1,1,1,1,1, , , , , , , , , , , ,2,2,1,1, , , ,1,1,2,2,1,3,3, ,3, , ,4,,4,2, ,1, ,1,1, ,1,9,1,1,4,2,1,52,3,2, ,1, , , ,1,0,1,1,2,1, ,2,4,10,3,1,2,3,1,3, ,10,1,2,2,2,1, , , ,2, ,2,4,0.48951000000000006,2.7412589076923077,4.916666666666667,9.8,3.230769230769231
51905,1,2,2,91612,120913,3,0,1,3,3,22,22,2,S,S,1,1,1,2,1, , , , ,3,2,1,1, ,1,1, ,2,9,2, , ,2,2,2, ,, , , ,1,1,1,1,1, ,1,1,2,2,2,1,1, , , , , , ,4,1,4,2,4,8, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,2,2,1, , , , ,1,1,1, , , , , , ,4,1, ,3,2, ,,4,2,2, ,1, , , ,2,2,1,4,3,1,1,45,7,1,3,7, , , ,5,1,3,1,1,1, ,1,3,5,3,1,1,2,1,2, ,10,1,2,4,3,1, , , ,1, ,3,6,2.1153846153846154,0,4.958333333333333,9,2.1153846153846154
51906,1,2,2,91612,120915,3,0,1,3,3,12,12,3,S,S,1,2,1,2,1, , , , ,3,2,1,1, ,1,1, ,2,2,2, , ,1,4,6, ,, , , ,1,1,1,1,1, ,2,2,3,4,1,2,1, , , , , , ,3,2,3,3,2,4, , , , , , , , , , , , ,1,2,1,9,1,2,2,2,2,2,2, , , , ,2,2,2, , , , , , ,2,3, ,2,2, ,,3,2,2, ,3, , ,2,2,4,2,1,2,2,1,85,3,2, ,1, , , ,1,0,1,5,2,1, ,2,4,4,3,1,2,2,1,1, ,10,3,2,1, ,1, , ,3, , ,2,6,2.076923076923077,0,1.9166666666666667,2.1333333333333333,2.076923076923077
51907,1,2,2,91612,120913,6,0,1,3,3,51,51,2,S,S,2,2,1,1,1, , , , ,1,1,1,1,51,1,1, ,2,1,1, , ,2,2,2,1,HE IS BETTER THAN WHAT WE HAVE NOW,67, , ,1,1,1,1,1,9, , , , , , , ,1,2,1,2,1,2,4,1,4,1, , ,8,8,8,1,1,1,1,1,1,1,1,1, , , , , , , , , , , ,2,2,1,1, , , ,1,1,2,2,1,3,4, ,2, , ,2,,4,1, ,1, ,1,1, ,1,1,1,3,4,1,2,52,3,2, ,1, , , ,1,0,1,1,2,2, ,2,3,10,1, ,2,1,1,2, ,10,1,2,3,3,1, , , ,1, ,3,7,4.423076923076923,0,8.25,9.733333333333333,4.423076923076923
51908,1,2,2,91612,120913,3,0,1,3,3,12,12,1,R,R,2,1,3,1,2, , , , ,1,1,1,1,12,1,2, ,1,1, ,1,2, ,1,1,1,HE IS THE BETTER MAN,23, , ,1,1,1,1,1,1, , , , , , , ,1,1,1,1,2,2,1,3,1,3, , ,1,2,1,4,2,2,2,2,2,2,2,2, , , , , , , , , , , ,1,1,2,2, , , ,2,2,2,1,3,1,3, ,1, , ,2,,2,3, ,1, ,9,2, ,3,1,3,4,3,2,2,57,6,2, ,1, , , ,1,0,1,3,1,13, ,2,5,8,2, ,4,2,1,1, ,10,2,2,2,1,1, , , ,2, ,2,7,1,0,1,1,1
51910,1,2,2,91612,120912,6,0,1,2,2,18,18,1,R,R,1,2,1,1,1, , , , ,1,2,1,1, ,1,2, ,1,1, ,2,2, ,1,1, ,, , , ,1,1,1,1,1, ,2,1,1,2,1,1,2, , , , , , ,1,4,1,3,1,8, , , , , , , , , , , , ,2,2,2,2,2,2,2,2,1,9,2, , , , ,2,2,1, , , , , , ,3,3, ,2,2, ,,2,3,2, ,3, , , ,1,9,3,1,1,1,2,48,6,2, ,1, , , ,1,0,1,1,1,1, ,9,3,7,3,2,4,3,1,1, ,10,1,2,3,2,1, , , ,1, ,3,7,1.8076923076923077,0,2.9166666666666665,2.8666666666666667,1.8076923076923077
51911,1,2,2,91612,120913,3,0,1,3,3,48,48,1,R,R,1,2,1,1,2, , , , ,1,2,1,1, ,1,1, ,2,1,1, , ,2,2,2, ,, , , ,1,1,1,1,1, ,1,1,2,1,1,1,1, , , , , , ,3,1,4,2,8,2, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,2,2, , , , ,1,1,2, , , , , , ,4,3, ,4,9, ,,4,1,2, ,3, , , ,3,1,1,4,2,1,2,46,3,2, ,3, , , ,3,0,4,1,1,13, ,1,2,4,1, ,2,1,1,2, ,10,6,2,3,2,2,1, , ,3, ,2,7,5.115384615384615,0,4.166666666666667,9.666666666666666,5.115384615384615
51913,1,2,2,91612,120913,3,0,1,3,3,47,47,1,R,R,2,2,1,2,1, , , , ,1,3,1,1,47,3,1, ,2,2,9, , ,2,2,2,9,,99, , ,2,1,1,2,1,9, , , , , , , ,1,1,2,1,1,3,3,2,3,2, , ,3,2,3,2,1,1,1,1,1,1,1,9, , , , , , , , , , , ,2,2,2,2, , , ,1,1,2,1,3,9,3, ,3, , ,2,,3,2, ,1, ,1,1, ,4,4,3,2,4,2,2,42,3,2, ,1, , , ,1,0,1,1,1,1, ,1,2,4,3,1,2,3,2, ,2,5,1,2,3,2,1, , , ,2, ,2,3,0,5.1923076923076925,6.541666666666667,12.6,5.1923076923076925
51914,1,2,2,91612,120913,3,0,1,3,3,1,1,3,S,S,1,2,1,1,1, , , , ,1,2,1,1, ,1,5,1,2, ,1, , ,2,4,5, ,, , , ,1,1,1,1,1, ,9,1,2,2,2,2,1, , , , , , ,8,2,3,2,4,8, , , , , , , , , , , , ,1,3,1,1,1,1,9,1,1,2,2, , , , ,1,1,2, , , , , , ,4,9, ,2,9, ,,3,2,2, ,9, , , ,3,9,2,3,3,2,2,48,6,2, ,9, , , ,9,0,9,9,9,1, ,1,3,10,3,1,2,3,1,3, ,10,1,9,9,9,1, , , ,2, ,2,7,1.7307692307692308,0,2.125,2.066666666666667,1.7307692307692308
